analysis_set,signature_id,time_window,time_label,pathway,tier,pathway_method,cohort_count,total_paired_n,pooled_spearman_rho,ci_low,ci_high,prediction_low,prediction_high,tau2_fisher_z,i2_percent,direction_consistency,p_value,fdr_within_analysis_window_tier
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_MYOGENESIS,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.2053508197548429,-0.3404524100302555,-0.061941641735969,-0.3851546217891163,-0.0105266998674549,0.0,0.0,1.0,0.020107622436902,0.2701707883653245
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_NOTCH_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1012533371943869,-0.1504199391160774,0.3406017405583398,-0.2361429354477512,0.4168622618819582,0.0,0.0,0.75,0.2914239697358339,0.6569112696754035
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_OXIDATIVE_PHOSPHORYLATION,PRESET_PRIMARY,SINGSCORE,4,118,0.1763326108650353,-0.1104267447314597,0.435990107178024,-0.2094840100357054,0.5146404763743179,0.0,0.0,0.75,0.1446024904728689,0.4164551725618624
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_P53_PATHWAY,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0204091544594867,-0.4854754938706155,0.4536603005267364,-0.8677307497695499,0.8572810911825837,0.0661150130822146,63.93556949910323,0.5,0.9066512056903204,0.9750216244800824
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0161847113542218,-0.4602482851112202,0.4343566778943493,-0.8371154241758747,0.8271621749949984,0.0542862004064756,59.03234060625174,0.5,0.9215471502246652,0.9750529207444962
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_PEROXISOME,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1079880042932437,-0.4537947983400759,0.608345339649463,-0.9049793189409812,0.9373659061128664,0.1042835713208437,73.68120718540474,0.5,0.6043552412764603,0.8399513522825381
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.1020285844150091,-0.4013391087839683,0.5580617297905186,-0.8521896858708513,0.8993610466680909,0.0733762694527091,66.31967950079296,0.5,0.5805845014274379,0.8279639846443462
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_PROTEIN_SECRETION,HALLMARK_SECONDARY,SINGSCORE,4,118,0.2271338662135843,-0.1509171014023394,0.547223583353963,-0.5257937535728366,0.7804983971773751,0.0214193625212584,35.553481135381155,1.0,0.1506984467087199,0.5681504657524153
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_SECONDARY,SINGSCORE,4,118,0.3688849130284328,0.1878946439163112,0.5256459938565864,0.1202340998139065,0.5739845271353603,0.0,0.0,1.0,0.0082466056405187,0.180918894883283
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_SPERMATOGENESIS,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0195138979630555,-0.1933683221840708,0.1555286696446622,-0.2523274394007205,0.2154352515147947,0.0,0.0,0.5,0.7479358859216172,0.9083684952063532
