time_window,time_label,pathway,tier,cohort_count,total_paired_n,pooled_delta_z,ci_low,ci_high,prediction_low,prediction_high,tau2,i2_percent,direction_consistency,p_value,fdr_within_window_tier
T1,T24,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,4,172,-0.08321153928952879,-0.6174218113478043,0.45099873276874664,-1.5574242901482196,1.3910012115691621,0.08921700638635234,80.22676171822896,0.5,0.6541352107258473,0.7836359493283165
T1,T24,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,4,172,0.2992156522580573,0.007117723767115058,0.5913135807489995,-0.2958287547322405,0.8942600592483552,0.010701770027900421,35.07275026563886,1.0,0.04713176243451605,0.1932402259815158
T1,T24,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,4,172,0.3003982005133626,0.11457069691212199,0.4862257041146032,0.04916027254113248,0.5516361284855926,0.0,0.0,1.0,0.014232953255324485,0.1552706166293131
T1,T24,Neutrophil degranulation,REACTOME_SUPPLEMENT,4,172,0.0013585786546900353,-0.3195231764765827,0.32224033378596273,-0.8536374860838264,0.8563546433932064,0.029320720450851257,63.8370873805072,0.5,0.9900954940406675,0.9900954940406675
T1,T24,TCR signaling,REACTOME_SUPPLEMENT,4,172,0.17234228033381552,-0.2986088445218983,0.6432934051895293,-0.8728122489828027,1.2174968096504337,0.03710568343612646,51.28195637300309,0.5,0.32837162369944767,0.6567432473988953
T2,T48,HALLMARK_ADIPOGENESIS,HALLMARK_SECONDARY,5,146,-0.015911345138020422,-0.8186686544789018,0.786845964202861,-2.125671819751235,2.093849129475194,0.3558881427872127,85.95039702327982,0.6,0.9587523601716523,0.9587523601716522
T2,T48,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,5,146,0.37385507795750805,0.06553671588720211,0.682173440027814,-0.3078162068682231,1.0555263627832392,0.03354883382908748,49.60360431584249,1.0,0.028131888066678136,0.18859021202171275
T2,T48,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,5,146,0.1369445055889398,-0.3040252073488434,0.5779142185267231,-0.9058499733767484,1.179738984554628,0.08214262779773517,65.65756745840623,0.6,0.43718478724806764,0.6401634384703847
T2,T48,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,4,118,-0.3493688384476338,-0.4867709729662551,-0.21196670392901246,-0.5351358907215341,-0.16360178617373347,0.0,0.0,1.0,0.0039440204158945275,0.16170483705167563
T2,T48,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,5,146,-0.2870100449445361,-0.6811997580756158,0.10717966818654368,-1.1835953734777855,0.6095752835887133,0.05921355854350521,56.24589906401417,0.8,0.11329966325923174,0.4091741297086195
T2,T48,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,5,146,0.24315188597145598,0.06508623254152338,0.4212175394013886,0.039047587350451746,0.4472561845924602,0.0,0.0,1.0,0.019247530963030147,0.2388489417657382
T2,T48,HALLMARK_APOPTOSIS,PRESET_PRIMARY,5,146,-0.19742347471855023,-0.605139875111875,0.21029292567477445,-1.0154441983915652,0.6205972489544647,0.04450588513517688,50.52678525758172,0.8,0.2499981835458375,0.3884059391063051
