dataset,platform_id,feature_id,original_symbol,canonical_symbol,match_basis,mapping_ambiguity,included_in_lock,evidence_source
GSE54514,GPL6947,ILMN_2356745,BTBD7,BTBD7,BTBD7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1693145,BUB3,BUB3,BUB3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1778764,BUB3,BUB3,BUB3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2245180,BUB3,BUB3,BUB3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2386100,BUB3,BUB3,BUB3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1787529,C3AR1,C3AR1,C3AR1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1688580,CAMP,CAMP,CAMP,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1730332,CASP7,CASP7,CASP7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2362974,CASP7,CASP7,CASP7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2373763,CASP7,CASP7,CASP7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1720048,CCL2,CCL2,CCL2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1664330,CEACAM1,CEACAM1,CEACAM1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1716815,CEACAM1,CEACAM1,CEACAM1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2371724,CEACAM1,CEACAM1,CEACAM1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1657455,CEACAM4,CEACAM4,CEACAM4,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1806056,CEACAM8,CEACAM8,CEACAM8,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1747016,CEP55,CEP55,CEP55,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1696360,CTSB,CTSB,CTSB,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2359742,CTSB,CTSB,CTSB,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1680424,CTSG,CTSG,CTSG,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1745788,CX3CR1,CX3CR1,CX3CR1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2088437,CX3CR1,CX3CR1,CX3CR1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1674640,CXCR6,CXCR6,CXCR6,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1753347,DEFA4,DEFA4,DEFA4,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1791211,DOK2,DOK2,DOK2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1805903,DOK2,DOK2,DOK2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1692225,DOK3,DOK3,DOK3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1731180,EXOC2,EXOC2,EXOC2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2065783,EXOC2,EXOC2,EXOC2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1775542,FAIM3,FAIM3,FAIM3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1700733,KIAA1370,FAM214A,KIAA1370,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2102960,KIAA1370,FAM214A,KIAA1370,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1652677,FAM89A,FAM89A,FAM89A,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1710075,FAM89A,FAM89A,FAM89A,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1712859,FAM89A,FAM89A,FAM89A,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2285817,FAM89A,FAM89A,FAM89A,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1773963,GNA15,GNA15,GNA15,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1769702,GPAA1,GPAA1,GPAA1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1670302,HK3,HK3,HK3,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1749070,HLA-DPB1,HLA-DPB1,HLA-DPB1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1781942,HMMR,HMMR,HMMR,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2409220,HMMR,HMMR,HMMR,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1791306,C9orf103,IDNK,C9orf103,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2058782,IFI27,IFI27,IFI27,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1723912,IFI44L,IFI44L,IFI44L,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1652185,IL4R,IL4R,IL4R,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1691881,IL4R,IL4R,IL4R,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1733811,JUP,JUP,JUP,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1741970,JUP,JUP,JUP,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2366864,JUP,JUP,JUP,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1753063,KIF15,KIF15,KIF15,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1701837,KLHL2,KLHL2,KLHL2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2079655,KLRB1,KLRB1,KLRB1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1782292,LAMP1,LAMP1,LAMP1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1769782,LAX1,LAX1,LAX1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1692223,LCN2,LCN2,LCN2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2376204,LTB,LTB,LTB,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2376205,LTB,LTB,LTB,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1764709,MAFB,MAFB,MAFB,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1703006,MTCH1,MTCH1,MTCH1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1713285,NAPA,NAPA,NAPA,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1810045,NLRP1,NLRP1,NLRP1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2313079,NLRP1,NLRP1,NLRP1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1674650,C9orf95,NMRK1,C9orf95,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1712918,NQO2,NQO2,NQO2,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1674811,OASL,OASL,OASL,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1681721,OASL,OASL,OASL,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1696584,ORM1,ORM1,ORM1,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1653292,PFKFB4,PFKFB4,PFKFB4,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1701195,PLA2G7,PLA2G7,PLA2G7,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_1653026,PLAC8,PLAC8,PLAC8,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
GSE54514,GPL6947,ILMN_2093343,PLAC8,PLAC8,PLAC8,NO,YES,Illumina HumanHT-12 v3 manifest from GEO raw archive
